uniprot_id,n_compounds,scaffold_count,scaffold_diversity,mean_tanimoto_dist
P24385,670,250,0.373134328358209,0.7387904758745883
P06213,596,263,0.4412751677852349,0.8012988660634391
P56817,8147,3088,0.37903522769117465,0.8360965133379585
P25774,2008,942,0.46912350597609564,0.8379435024998494
O96013,282,147,0.5212765957446809,0.8074978557110876
P34998,1450,389,0.26827586206896553,0.8249534962897124
Q15078,957,358,0.37408568443051204,0.8615764063742571
P33316,256,131,0.51171875,0.6834028518748677
P78527,1412,594,0.4206798866855524,0.7925512915393536
P07099,301,140,0.46511627906976744,0.7946195818781503
P20309,1876,885,0.47174840085287845,0.8365531317788606
P03372,302,91,0.30132450331125826,0.8105691614678423
Q16769,872,401,0.4598623853211009,0.7895077339280768
Q00987,2078,771,0.3710298363811357,0.8165251345642874
P07339,2724,1021,0.3748164464023495,0.8014758600606626
P51946,1134,513,0.4523809523809524,0.8020006286141603
O60563,3283,981,0.29881206213828815,0.7976081043371362
P68400,1809,654,0.3615257048092869,0.7262867629507446
P49841,4967,2621,0.5276827058586672,0.868129184013885
P49840,487,211,0.433264887063655,0.8395305499374259
P15538,1161,450,0.3875968992248062,0.8512282544220845
P19099,211,47,0.22274881516587677,0.7707397847842479
P11511,1369,521,0.3805697589481373,0.8708830853023647
Q495T6,44,19,0.4318181818181818,0.6018165481513327
P00742,4460,1959,0.439237668161435,0.8430683619592636
P05093,617,301,0.4878444084278768,0.8456141801077404
P22303,3093,1399,0.4523116715163272,0.8741874607808058
P06276,1713,854,0.4985405720957385,0.8662065920809703
P08842,369,127,0.34417344173441733,0.7826204996379977
P24557,650,280,0.4307692307692308,0.7629098643395431
P55211,68,48,0.7058823529411765,0.8515039327482492
Q02127,2068,583,0.28191489361702127,0.8032132922943407
P31749,1741,597,0.3429063756461804,0.8246368169009094
O00408,295,77,0.26101694915254237,0.7548847607888243
P22607,2836,1283,0.45239774330042315,0.8283501248835013
P27815,606,267,0.4405940594059406,0.8449382504816689
Q13231,197,75,0.38071065989847713,0.607080694752603
P00915,5055,1547,0.3060336300692384,0.8219895686931746
P00918,7157,2133,0.2980299007964231,0.8270939489802214
P28482,5838,2008,0.3439534087016101,0.7965330294838506
Q13627,3950,1803,0.4564556962025316,0.8321410928864916
P21397,277,125,0.45126353790613716,0.8633912628721963
P27338,396,146,0.3686868686868687,0.8597456234075085
P35218,439,197,0.44874715261959,0.8210455581382361
Q9Y2D0,422,180,0.4265402843601896,0.8107482018724922
Q16790,4684,1527,0.32600341588385995,0.8350155246254065
P27487,4108,1620,0.3943524829600779,0.8469846048253729
Q9UHL4,696,342,0.49137931034482757,0.8102689778418019
Q6V1X1,926,396,0.42764578833693306,0.8308179853134211
Q86TI2,844,340,0.4028436018957346,0.8234769410722658
P28223,1746,793,0.45418098510882016,0.8287260598002246
P22748,967,371,0.38366080661840746,0.8146728352647512
P03956,91,26,0.2857142857142857,0.790687963609758
P08253,273,94,0.3443223443223443,0.7875900129066468
P22894,1069,428,0.40037418147801684,0.8247653362302686
P14780,2232,963,0.4314516129032258,0.8272346346839916
P28335,3123,1113,0.356388088376561,0.867480034112075
P45452,2416,958,0.396523178807947,0.8207311676614479
P08254,168,75,0.44642857142857145,0.7480537871640534
P20248,5,4,0.8,
O14965,2442,1081,0.4426699426699427,0.8392432637489643
O14757,2270,1014,0.44669603524229073,0.8540311964667974
Q12884,482,169,0.3506224066390041,0.6835819585824114
P31645,4255,1393,0.32737955346651,0.8661730338286625
P11509,192,85,0.4427083333333333,0.8563686614536816
P08684,1386,944,0.6810966810966811,0.87700839821487
P00734,576,314,0.5451388888888888,0.8263636589764791
P03952,241,136,0.5643153526970954,0.7571074532198669
P00740,795,312,0.39245283018867927,0.8025159105886376
P11309,1140,321,0.28157894736842104,0.7813477053113582
P03951,2944,1286,0.436820652173913,0.8071047324585144
Q96GD4,2045,927,0.45330073349633254,0.8368445319259327
P11086,104,22,0.21153846153846154,0.7732782438353438
P43166,1332,444,0.3333333333333333,0.8159247253721409
O43570,3854,1217,0.31577581733264143,0.8348156181439957
Q9ULX7,569,162,0.28471001757469244,0.8116898995318582
P98170,562,389,0.6921708185053381,0.8284590520157546
Q16539,3859,1500,0.3887017362010884,0.8498708373526683
P49354,943,436,0.4623541887592789,0.8375618875378051
P18031,1407,588,0.417910447761194,0.8613970639956816
Q9UQB9,101,76,0.7524752475247525,0.84932231674259
P08709,668,242,0.36227544910179643,0.8061892891216477
P17706,355,162,0.4563380281690141,0.8489348030801342
P00749,793,330,0.416141235813367,0.8380722783412975
Q13464,1826,789,0.432092004381161,0.8253591141530093
P00747,635,379,0.5968503937007874,0.8367266138457783
P00750,222,135,0.6081081081081081,0.8458093091337966
P80192,25,20,0.8,
Q16584,279,145,0.5197132616487455,0.759117528212802
Q02779,22,14,0.6363636363636364,
P20231,331,219,0.6616314199395771,0.7931271368038544
P07477,1300,609,0.4684615384615385,0.8189138232539331
Q07343,179,105,0.5865921787709497,0.8089512207014261
Q08493,5,5,1.0,
Q08499,232,113,0.4870689655172414,0.7768986919424208
O76074,1438,621,0.4318497913769124,0.8344247605744877
P05981,111,55,0.4954954954954955,0.7357014219812061
P04070,75,60,0.8,0.7415683798808778
P34972,6035,2538,0.4205468102734051,0.8601821703134606
Q14432,1252,534,0.426517571884984,0.8363654280138824
Q13370,574,166,0.289198606271777,0.720311587321375
Q01064,1680,728,0.43333333333333335,0.7789432937500756
Q9NP56,457,236,0.5164113785557987,0.6040742350440538
O60658,60,43,0.7166666666666667,0.8434624049805107
O76083,583,249,0.42710120068610635,0.7758980689568836
Q9Y233,5647,2418,0.4281919603329201,0.8529693687043844
Q9HCR9,33,16,0.48484848484848486,0.762274528049131
P17612,222,114,0.5135135135135135,0.8478625461179111
P08069,1739,643,0.3697527314548591,0.8147167929050155
P31751,592,236,0.39864864864864863,0.7525262742150387
Q9Y243,220,115,0.5227272727272727,0.7890960126277604
P27986,1546,677,0.43790426908150065,0.8339122183729781
P48736,4419,1911,0.43245078071961984,0.8440289323989052
P08238,933,376,0.4030010718113612,0.8557492510637652
P53779,950,488,0.5136842105263157,0.8453830675284744
P45983,1095,513,0.4684931506849315,0.8361830353908773
P45984,607,319,0.5255354200988468,0.8459724843633845
P15121,135,35,0.25925925925925924,0.7858541864213474
Q9Y5Z0,1104,336,0.30434782608695654,0.7524174943806939
Q99895,112,55,0.49107142857142855,0.8528400606162375
O15530,695,325,0.4676258992805755,0.778717181345066
P04049,3146,1162,0.3693579148124603,0.7655808443698127
P15056,4662,1626,0.3487773487773488,0.8196604216191847
P13612,1495,689,0.4608695652173913,0.764189395795049
P42330,617,152,0.24635332252836303,0.8264993533318898
P14061,440,127,0.28863636363636364,0.7769211092144063
Q96CA5 P98170,20,16,0.8,
Q13490,172,88,0.5116279069767442,0.6741611928262865
Q13489,48,19,0.3958333333333333,0.5251416599599372
P50579,752,272,0.3617021276595745,0.8483700055540798
P53582,90,49,0.5444444444444444,0.7956401612379784
Q04609,329,78,0.23708206686930092,0.7275503164806143
P07333,882,394,0.4467120181405896,0.7883852244917692
Q07912,429,193,0.44988344988344986,0.8046197444296213
Q06187,10999,4104,0.3731248295299573,0.8244528378263571
P00797,2304,926,0.4019097222222222,0.8071199964623634
P00374,777,311,0.40025740025740025,0.8213990630749247
P10275,2061,706,0.3425521591460456,0.853414180256114
P04062,388,150,0.3865979381443299,0.8515774835012551
P28300,39,20,0.5128205128205128,0.7008332334892549
P31644,1742,722,0.41446613088404133,0.8089048796016638
P04150,302,165,0.5463576158940397,0.6984783847654259
P06401,64,26,0.40625,0.7791875348267192
P08235,681,263,0.38619676945668135,0.8562341363232321
P04818,350,136,0.38857142857142857,0.7860034542564721
P10827,307,105,0.34201954397394135,0.7852154587705354
P10828,478,148,0.30962343096234307,0.8155072954825631
P05556,193,94,0.48704663212435234,0.7565073204057433
Q13547,7502,3363,0.44828045854438814,0.8375444053557545
P56524,764,411,0.5379581151832461,0.8322017960678956
P20839,59,32,0.5423728813559322,0.7580955222463046
P12268,498,222,0.4457831325301205,0.7835420580950261
Q92847,1200,548,0.45666666666666667,0.8144635715885314
Q92769,2088,1178,0.564176245210728,0.8354491402440565
O15379,2249,1165,0.5180080035571365,0.8322458806951745
Q9BY41,2054,1077,0.5243427458617332,0.8436136405751868
Q92731,131,55,0.4198473282442748,0.7965034012020148
P43235,1511,794,0.5254798146922568,0.8397066975173522
P07858,882,449,0.5090702947845805,0.8210164664862951
P07711,1319,676,0.5125094768764216,0.8370245641771588
O60911,69,47,0.6811594202898551,0.7939829873256248
Q13133,124,30,0.24193548387096775,0.8055504696581124
P55055,176,50,0.2840909090909091,0.781028741961943
P19971,59,30,0.5084745762711864,0.8372433243943866
P42224,12,11,0.9166666666666666,
P42227,1,1,1.0,
Q8NER1,3180,858,0.269811320754717,0.8245493975368805
O75907,48,24,0.5,0.7520571233764497
P07900,1292,495,0.3831269349845201,0.8373100932941216
P31639,414,172,0.41545893719806765,0.6158389999286431
P13866,523,72,0.13766730401529637,0.5044928329344722
P41143,3075,1505,0.4894308943089431,0.8202704444719822
P25103,1777,784,0.44119302194710186,0.8178934440763886
P42345,3933,1495,0.38011695906432746,0.8203440291189799
P11712,594,449,0.7558922558922558,0.8753912230036487
P30542,4487,1771,0.39469578783151327,0.8536090526617164
P29274,7658,2881,0.3762078871768086,0.8489070963676847
Q12809,3012,1771,0.5879814077025233,0.8717940980551881
P0DMS8,4408,1543,0.3500453720508167,0.8480545462689857
P21554,3668,1497,0.40812431842966196,0.8609123641651796
P50406,3459,1198,0.34634287366290833,0.8399095449976769
P41595,1595,587,0.36802507836990594,0.8720788788337113
P34969,2739,1191,0.4348302300109529,0.8350794585168053
P05177,794,473,0.5957178841309824,0.8828999526887569
P33261,323,248,0.7678018575851393,0.8831185416808008
P10635,44,39,0.8863636363636364,0.8613901445948575
P08908,555,283,0.5099099099099099,0.7983222774257868
P14416,7292,3384,0.46407021393307735,0.8330357945867517
Q07817,497,297,0.5975855130784709,0.823325085329867
P10415,219,104,0.4748858447488584,0.6331236725355249
Q9BYF1,157,85,0.5414012738853503,0.7377489534234949
P36897,286,147,0.513986013986014,0.7736770663767842
P47929,32,17,0.53125,0.6470837056616432
O00214,93,48,0.5161290322580645,0.7323944350005253
O00182,53,26,0.49056603773584906,0.6644313093455269
P17931,2198,484,0.22020018198362148,0.6142197832927276
Q9Y5Y4,2746,808,0.2942461762563729,0.8020546124409321
O60760,280,171,0.6107142857142858,0.7749690937860269
P42892,22,12,0.5454545454545454,
O75469,107,97,0.9065420560747663,0.862846207787429
Q8TDU6,699,195,0.27896995708154504,0.8073131318421836
Q96RI1,1689,748,0.4428656009473061,0.8219168221251734
P54098,14,14,1.0,
P25090,1534,406,0.2646675358539765,0.7436073702392004
Q07869,161,70,0.43478260869565216,0.7752215119600361
Q03181,245,73,0.2979591836734694,0.7630901798924677
P37231,2165,810,0.3741339491916859,0.8218382186458499
P41146,2340,853,0.3645299145299145,0.8234854956169471
P41145,4517,1886,0.4175337613460261,0.842689601278356
P35372,5463,2393,0.43803770821892735,0.8430299696658876
P41279,164,79,0.4817073170731707,0.730299379474108
P53985,161,89,0.5527950310559007,0.7518420115752759
P00491,267,80,0.299625468164794,0.7568461756228606
Q13126,80,29,0.3625,0.6008741952111152
P21453,3223,1059,0.3285758609990692,0.8446068100993024
Q99500,1204,359,0.29817275747508304,0.8345784148570317
O95977,303,117,0.38613861386138615,0.8312724197220944
Q9H228,475,180,0.37894736842105264,0.8183890907226186
P09917,1121,468,0.4174843889384478,0.8717805993001069
P35354,2726,799,0.29310344827586204,0.8514141737857812
O00482,27,18,0.6666666666666666,
Q13285,95,75,0.7894736842105263,0.8621444375655348
Q01959,2119,745,0.3515809344030203,0.8581494581315369
P23975,2678,789,0.29462285287528006,0.862704154211144
P11474,94,37,0.39361702127659576,0.8059856794681934
P62508,63,25,0.3968253968253968,0.6248879067884496
Q9UBN7,5803,2650,0.4566603480958125,0.8484687718127233
O14842,32,19,0.59375,0.724033581493944
Q9Y5N1,3596,1794,0.4988876529477197,0.8322880419572867
Q9H3N8,955,412,0.431413612565445,0.8391838816674477
P31939,44,23,0.5227272727272727,0.7602847101231296
P22102,21,16,0.7619047619047619,
P00748,81,41,0.5061728395061729,0.838022092171501
P23141,59,28,0.4745762711864407,0.8140705049880861
P00813,234,101,0.43162393162393164,0.5958962711744822
P18858,101,45,0.44554455445544555,0.5121428172231253
O00519,440,188,0.42727272727272725,0.741487672536495
O95136,340,131,0.38529411764705884,0.8247648897452666
P07195,233,110,0.4721030042918455,0.690778280241862
P62942,381,186,0.4881889763779528,0.7757291599679819
P15374,23,21,0.9130434782608695,
P78536,151,64,0.423841059602649,0.7183593995178307
P09237,323,177,0.5479876160990712,0.811014041488566
P50281,78,40,0.5128205128205128,0.5995564935508674
O75173,309,115,0.37216828478964403,0.7983542496865779
Q8TDS4,413,150,0.36319612590799033,0.8337722271839056
Q99808,215,73,0.3395348837209302,0.7164701649439034
P08246,2496,948,0.3798076923076923,0.7990313680621041
P14555,171,58,0.3391812865497076,0.756093326538993
P52732,552,162,0.29347826086956524,0.8353636738964223
Q9Y5Y6,306,142,0.46405228758169936,0.7462020147556965
P43119,239,111,0.46443514644351463,0.8110711463759123
P09960,833,412,0.49459783913565425,0.7959653424412111
Q9UNA0,889,232,0.2609673790776153,0.7331763318116362
Q969S8,288,157,0.5451388888888888,0.8138492557593646
P06737,387,129,0.3333333333333333,0.7719225161898302
Q06124,2037,865,0.42464408443789886,0.7846587646827261
P49327,719,191,0.26564673157162727,0.6240023865269997
Q96DB2,617,290,0.4700162074554295,0.7978191821610884
P14902,3002,1104,0.3677548301132578,0.8542814205296736
Q16620,128,84,0.65625,0.7546700542863988
P04629,1379,518,0.3756345177664975,0.7832547918749135
P35916,366,218,0.5956284153005464,0.8240021808375203
P07949,4056,1503,0.37056213017751477,0.7346123975545752
P53350,745,358,0.48053691275167787,0.8046519512126047
Q9NYY3,143,68,0.4755244755244755,0.7218007728214935
Q9H4B4,134,68,0.5074626865671642,0.7749296130338758
Q13882,199,120,0.6030150753768844,0.8071315307744167
P51813,282,160,0.5673758865248227,0.817074656144154
P06241,13,13,1.0,
O75582,95,65,0.6842105263157895,0.8103510854023985
Q15418,138,104,0.7536231884057971,0.8479025129437792
P51812,328,171,0.5213414634146342,0.8144258870254084
Q15349,270,121,0.44814814814814813,0.6385813216210278
Q9UK32,56,41,0.7321428571428571,0.8267361096860428
Q13188,206,86,0.4174757281553398,0.7789647684364696
P48729,352,125,0.35511363636363635,0.6662141781739546
O00750,251,118,0.4701195219123506,0.7320635820221816
P42336,7398,2901,0.3921330089213301,0.8486174849078695
P42338,2350,871,0.3706382978723404,0.8406180652618689
O00444,706,318,0.45042492917847027,0.692379811385379
P54760,552,222,0.40217391304347827,0.7888007324146324
O95749,171,53,0.30994152046783624,0.7883024029610839
P07550,1419,611,0.43058491895701195,0.8051386161586378
O75116,4413,1721,0.3899841377747564,0.8272672777401271
Q5VT25,115,80,0.6956521739130435,0.7194361130397993
Q04759,911,347,0.3809001097694841,0.8291629180831063
P08588,1140,445,0.39035087719298245,0.7919669276447049
P13945,1845,665,0.3604336043360434,0.7453586865593095
P37059,471,148,0.31422505307855625,0.776324360711173
P18507,14,12,0.8571428571428571,
P07451,221,84,0.38009049773755654,0.7813037385863021
P23280,43,24,0.5581395348837209,0.8097286132951446
O15111,199,86,0.4321608040201005,0.8297477792348673
O14920,689,261,0.3788098693759071,0.8410375910752532
B2RXH2,78,45,0.5769230769230769,0.7970082450764022
Q99685,3194,1277,0.399812147777082,0.8209300894975272
P35367,1138,550,0.4833040421792619,0.8479875727661175
P14867,1219,540,0.44298605414273995,0.8566643379713627
Q04828,77,34,0.44155844155844154,0.8114704920874541
P52895,136,32,0.23529411764705882,0.7815420290211351
Q8TCW9,2,2,1.0,
Q969F8,93,26,0.27956989247311825,0.6664302026626475
P39900,683,295,0.43191800878477304,0.8311279789106711
P27695,94,49,0.5212765957446809,0.7733775186081655
Q9P1W9,2901,1042,0.3591864874181317,0.8292192804189513
Q08881,1586,631,0.3978562421185372,0.819597536616053
P09874,979,447,0.45658835546475995,0.8081241578933941
O00311,538,214,0.39776951672862454,0.8251143738352098
Q14164,889,472,0.530933633295838,0.7331023658904691
P36888,532,280,0.5263157894736842,0.8210044122114238
P30530,90,58,0.6444444444444445,0.7993363738019806
P11172,1,1,1.0,
Q15303,245,174,0.710204081632653,0.7754696764498349
P41180,31,18,0.5806451612903226,0.6377538172032862
P17707,97,23,0.23711340206185566,0.685120692226558
P49768,518,211,0.40733590733590735,0.8335428454663963
P09238,181,85,0.4696132596685083,0.7454260281300682
Q8IXJ6,348,218,0.6264367816091954,0.8170313054379403
P47871,84,6,0.07142857142857142,0.4703077728078734
P48546,49,22,0.4489795918367347,0.6531190926036494
P16083,172,56,0.32558139534883723,0.8232959043431856
P35228,554,256,0.4620938628158845,0.8719572618506899
P29474,38,20,0.5263157894736842,0.7864023194944401
P29475,672,297,0.4419642857142857,0.8691170681599139
Q13639,61,40,0.6557377049180327,0.7239211612567481
Q01196,41,35,0.8536585365853658,0.870805447121322
P80365,180,112,0.6222222222222222,0.8534314555894831
Q99705,2614,1181,0.4517980107115532,0.8326097531849446
P49137,917,386,0.42093784078516905,0.7744262638569531
Q16644,8,8,1.0,
Q8IW41,39,26,0.6666666666666666,0.6835929537425881
O75676,29,29,1.0,
Q9UM73,1792,759,0.42354910714285715,0.8075886515788989
P14920,441,160,0.36281179138321995,0.809342314935183
Q99489,48,11,0.22916666666666666,0.754510114506693
Q13873,48,37,0.7708333333333334,0.7905146675454193
P21127,12,12,1.0,
Q9UQ88,20,17,0.85,
Q9BWU1,132,61,0.4621212121212121,0.7076888108512224
P28566,78,47,0.6025641025641025,0.8456908196213069
V9GZ37,23,23,1.0,
P50613,541,284,0.5249537892791127,0.8310476795705319
P49336,441,200,0.45351473922902497,0.8212986223737578
P50750,862,342,0.39675174013921116,0.8034952910987876
P49759,652,344,0.5276073619631901,0.8320874728485852
Q9HAZ1,461,261,0.5661605206073753,0.7802029557293972
Q16773,3,2,0.6666666666666666,
P13631,259,112,0.43243243243243246,0.7410494051406413
P10276,247,110,0.44534412955465585,0.7497078181724668
P10826,285,115,0.40350877192982454,0.746086590841599
Q15139,150,96,0.64,0.7964703368580793
Q08345,1173,428,0.3648763853367434,0.760883233896606
Q16832,337,190,0.5637982195845698,0.7549675263812976
P29320,33,33,1.0,0.8547869633511954
P0DMV8,11,6,0.5454545454545454,
Q16548,58,36,0.6206896551724138,0.8339242161993101
Q15375,16,16,1.0,
P54753,33,26,0.7878787878787878,0.7864234699596128
Q8TD08,27,26,0.9629629629629629,
O60930,4,3,0.75,
Q13526,153,91,0.5947712418300654,0.8326140264536471
O96017,370,154,0.41621621621621624,0.8101102805971423
P35557,711,317,0.44585091420534456,0.8060405655076052
P34949,32,24,0.75,0.8487926092150595
P42685,81,62,0.7654320987654321,0.8098774148210589
Q15391,143,52,0.36363636363636365,0.7669350105904265
Q86V86,2002,731,0.36513486513486515,0.7890680223704318
P28562,21,5,0.23809523809523808,
P15559,128,47,0.3671875,0.7378959689222768
P29275,4140,1348,0.32560386473429953,0.8485352023087886
Q04771,1050,436,0.41523809523809524,0.7744904105303169
P49760,552,266,0.48188405797101447,0.8134477420477038
Q15393,4,3,0.75,
O00329,8383,3280,0.3912680424668973,0.8491424910268559
Q13393,655,213,0.3251908396946565,0.6672828565000044
P13051,9,5,0.5555555555555556,
Q8WUI4,210,139,0.6619047619047619,0.8249871429406395
P33981,1375,639,0.4647272727272727,0.7908449485664445
Q99527,22,12,0.5454545454545454,
P14324,255,65,0.2549019607843137,0.8162800536325284
Q96C86,41,19,0.4634146341463415,0.6104984792543762
O60502,907,296,0.3263506063947078,0.7840948620754109
P07686,21,12,0.5714285714285714,
Q8NG68,14,8,0.5714285714285714,
P19793,893,145,0.1623740201567749,0.7523014384039044
P16444,22,9,0.4090909090909091,
Q92918,7498,2532,0.3376900506801814,0.8340481773664378
Q8IVH8,226,118,0.5221238938053098,0.6854576336314964
Q9Y4K4,41,40,0.975609756097561,0.8569730894929029
Q12866,1936,795,0.4106404958677686,0.7945860948195002
Q9BUB5,859,375,0.43655413271245636,0.816234012212121
Q9HBH9,1357,533,0.39277818717759766,0.8118808419934755
O15146,27,27,1.0,
P16234,1000,509,0.509,0.8259775520951216
Q9H2G2,115,71,0.6173913043478261,0.7495835195558718
Q9BYT3,83,69,0.8313253012048193,0.8627746143321555
P35590,28,28,1.0,
P11473,419,120,0.2863961813842482,0.7879252542537528
Q9NY57,4,4,1.0,
P51451,236,160,0.6779661016949152,0.8161402537186885
O14578,46,28,0.6086956521739131,0.7729474744142137
Q9P2K8,1518,557,0.3669301712779974,0.781023060759
P07948,511,253,0.49510763209393344,0.8019298499088091
Q59H18,184,48,0.2608695652173913,0.6955127045796472
Q9NYL2,69,48,0.6956521739130435,0.7129280996496551
P42684,113,72,0.6371681415929203,0.6299922180448378
Q8NFD2,13,13,1.0,
Q14012,13,13,1.0,
Q16566,17,15,0.8823529411764706,
Q8N5S9,35,29,0.8285714285714286,0.8021328539228598
Q96RR4,98,53,0.5408163265306123,0.7736358292052657
Q00535,251,129,0.5139442231075697,0.8490094141960332
P41240,80,59,0.7375,0.8442295845706379
P78368,27,22,0.8148148148148148,
Q9Y6M4,48,34,0.7083333333333334,0.6638398687762237
O43293,50,34,0.68,0.8467044807581333
Q12852,221,129,0.583710407239819,0.7443001344029475
P29317,294,144,0.4897959183673469,0.6905882396640215
P54764,36,26,0.7222222222222222,0.8123974078117268
P54756,21,21,1.0,
P29322,29,28,0.9655172413793104,
P54762,23,22,0.9565217391304348,
P29323,38,38,1.0,0.8413240294239417
O14976,206,108,0.5242718446601942,0.7658843316848373
P08631,272,164,0.6029411764705882,0.799239824941456
O95835,318,95,0.29874213836477986,0.6997880231909063
O95819,549,229,0.41712204007285975,0.8038660439805982
Q9H1R3,36,30,0.8333333333333334,0.8133840492066962
Q8NEV4,7,7,1.0,
Q8WXR4,8,8,1.0,
Q6P3R8,6,6,1.0,
Q9UBE8,29,20,0.6896551724137931,
Q00537,17,16,0.9411764705882353,
Q07002,9,9,1.0,
O94921,107,37,0.34579439252336447,0.5596606931686329
P22694,11,11,1.0,
Q9BZL6,63,45,0.7142857142857143,0.8472892877482086
O94806,47,40,0.851063829787234,0.8611451864807322
P19525,51,31,0.6078431372549019,0.8326172666708317
P57059,187,104,0.5561497326203209,0.8027536035619596
Q9H3Y6,32,26,0.8125,0.7661204370165382
Q9NRP7,13,12,0.9230769230769231,
Q15569,10,10,1.0,
P37173,181,86,0.47513812154696133,0.8079022475131501
Q13470,123,47,0.3821138211382114,0.6104131516620693
P29597,6576,2210,0.3360705596107056,0.8355078344370682
P07947,170,120,0.7058823529411765,0.8381351468841539
O00506,17,17,1.0,
Q15759,137,92,0.6715328467153284,0.8262637567316005
P53778,62,37,0.5967741935483871,0.6607241525404495
P36507,35,34,0.9714285714285714,0.8746427786839965
Q6DT37,7,6,0.8571428571428571,
Q9Y5S2,236,142,0.6016949152542372,0.6018390323639264
Q05397,1388,599,0.4315561959654179,0.7583191001218732
O15075,41,22,0.5365853658536586,0.6086282306509021
Q8N568,12,12,1.0,
Q9C098,15,15,1.0,
Q9UEE5,114,61,0.5350877192982456,0.7857868818606959
Q16659,191,81,0.42408376963350786,0.5285341729095653
Q9Y616,31,31,1.0,0.8483787537567151
Q32MK0,15,15,1.0,
Q16816,20,20,1.0,
Q9H093,34,31,0.9117647058823529,0.8458709849330481
Q2M2I8,876,208,0.2374429223744292,0.7824533325582959
O60285,68,57,0.8382352941176471,0.8520458894732474
Q9NSY1,62,42,0.6774193548387096,0.8167912227001483
P19784,151,71,0.47019867549668876,0.7975591367231534
P23458,11459,4109,0.35858277336591327,0.8313432250476706
Q15831,12,12,1.0,
Q9Y6R4,6,6,1.0,
Q7KZI7,30,20,0.6666666666666666,0.7997349969782938
P27448,73,48,0.6575342465753424,0.7815803625157547
Q96L34,25,23,0.92,
Q9Y6E0,69,41,0.5942028985507246,0.6473685347270164
Q9P289,78,49,0.6282051282051282,0.7014297431299839
Q15746,81,35,0.43209876543209874,0.8084169859015244
P15735,23,22,0.9565217391304348,
Q99755,19,18,0.9473684210526315,
P78356,14,14,1.0,
Q16512,50,38,0.76,0.8584977278346121
Q16513,41,30,0.7317073170731707,0.8233215895976315
Q9BRS2,15,15,1.0,
O14730,16,16,1.0,
Q96SB4,158,116,0.7341772151898734,0.7153255938008201
P78362,41,29,0.7073170731707317,0.7802832903134134
Q86YV6,34,29,0.8529411764705882,0.8010465296322534
Q86UE8,18,15,0.8333333333333334,
Q06418,1353,505,0.37324464153732445,0.7786853312081583
P30291,789,306,0.38783269961977185,0.7700260389614464
Q8NI60,14,7,0.5,
P42680,307,154,0.501628664495114,0.7689106622156139
P36896,84,45,0.5357142857142857,0.7786873481893615
P27037,14,10,0.7142857142857143,
Q13705,6,6,1.0,
Q09013,21,19,0.9047619047619048,
P53667,301,116,0.3853820598006645,0.7594156261839147
Q99640,251,120,0.47808764940239046,0.7006738742617065
Q8IU85,144,64,0.4444444444444444,0.5126648275623029
Q8N752,4,4,1.0,
Q9UQM7,30,26,0.8666666666666667,0.8520882065579602
Q96NX5,8,8,1.0,
P45985,63,32,0.5079365079365079,0.7745645396447478
P52564,19,16,0.8421052631578947,
Q8TDC3,13,12,0.9230769230769231,
Q8IWQ3,12,11,0.9166666666666666,
Q9HCP0,11,9,0.8181818181818182,
P46734,19,18,0.9473684210526315,
